flowCode,reporterCode,reporterISO,partnerCode,partnerISO,cmdCode,cmdDesc,qtyUnitAbbr,qty,fobvalue
X,156,CHN,530,ANT,39,Plastics and articles thereof,N/A,,763106.0
X,156,CHN,533,ABW,39,Plastics and articles thereof,N/A,,427655.0
X,156,CHN,540,NCL,39,Plastics and articles thereof,N/A,,1565819.0
X,156,CHN,548,VUT,39,Plastics and articles thereof,N/A,,249220.0
X,156,CHN,554,NZL,39,Plastics and articles thereof,N/A,,78935980.0
X,156,CHN,558,NIC,39,Plastics and articles thereof,N/A,,2558951.0
X,156,CHN,562,NER,39,Plastics and articles thereof,N/A,,3923071.0
X,156,CHN,566,NGA,39,Plastics and articles thereof,N/A,,134328094.0
X,156,CHN,574,NFK,39,Plastics and articles thereof,N/A,,7587.0
X,156,CHN,577,F19,39,Plastics and articles thereof,N/A,,78674.0
X,156,CHN,579,NOR,39,Plastics and articles thereof,N/A,,50271786.0
X,156,CHN,583,FSM,39,Plastics and articles thereof,N/A,,271600.0
X,156,CHN,584,MHL,39,Plastics and articles thereof,N/A,,62941.0
X,156,CHN,585,PLW,39,Plastics and articles thereof,N/A,,56401.0
X,156,CHN,586,PAK,39,Plastics and articles thereof,N/A,,137358135.0
X,156,CHN,591,PAN,39,Plastics and articles thereof,N/A,,77880171.0
X,156,CHN,598,PNG,39,Plastics and articles thereof,N/A,,25369521.0
X,156,CHN,600,PRY,39,Plastics and articles thereof,N/A,,8642565.0
X,156,CHN,604,PER,39,Plastics and articles thereof,N/A,,54006311.0
X,156,CHN,608,PHL,39,Plastics and articles thereof,N/A,,274563212.0
X,156,CHN,616,POL,39,Plastics and articles thereof,N/A,,124112019.0
X,156,CHN,620,PRT,39,Plastics and articles thereof,N/A,,35777501.0
X,156,CHN,624,GNB,39,Plastics and articles thereof,N/A,,177319.0
X,156,CHN,626,TLS,39,Plastics and articles thereof,N/A,,710010.0
X,156,CHN,634,QAT,39,Plastics and articles thereof,N/A,,18700639.0
X,156,CHN,637,A59,39,Plastics and articles thereof,N/A,,900.0
X,156,CHN,642,ROU,39,Plastics and articles thereof,N/A,,52447132.0
X,156,CHN,643,RUS,39,Plastics and articles thereof,N/A,,613820441.0
X,156,CHN,646,RWA,39,Plastics and articles thereof,N/A,,2693164.0
X,156,CHN,659,KNA,39,Plastics and articles thereof,N/A,,54051.0
X,156,CHN,662,LCA,39,Plastics and articles thereof,N/A,,604626.0
X,156,CHN,670,VCT,39,Plastics and articles thereof,N/A,,146013.0
X,156,CHN,674,SMR,39,Plastics and articles thereof,N/A,,21674.0
X,156,CHN,678,STP,39,Plastics and articles thereof,N/A,,47896.0
X,156,CHN,682,SAU,39,Plastics and articles thereof,N/A,,204724816.0
X,156,CHN,686,SEN,39,Plastics and articles thereof,N/A,,8996234.0
X,156,CHN,688,SRB,39,Plastics and articles thereof,N/A,,6410157.0
X,156,CHN,690,SYC,39,Plastics and articles thereof,N/A,,973705.0
X,156,CHN,694,SLE,39,Plastics and articles thereof,N/A,,1625036.0
X,156,CHN,699,IND,39,Plastics and articles thereof,N/A,,512687731.0
X,156,CHN,702,SGP,39,Plastics and articles thereof,N/A,,299643472.0
X,156,CHN,703,SVK,39,Plastics and articles thereof,N/A,,11758576.0
X,156,CHN,704,VNM,39,Plastics and articles thereof,N/A,,308467558.0
X,156,CHN,705,SVN,39,Plastics and articles thereof,N/A,,16923362.0
X,156,CHN,706,SOM,39,Plastics and articles thereof,N/A,,786089.0
X,156,CHN,710,ZAF,39,Plastics and articles thereof,N/A,,196976655.0
X,156,CHN,716,ZWE,39,Plastics and articles thereof,N/A,,5778108.0
X,156,CHN,724,ESP,39,Plastics and articles thereof,N/A,,287596009.0
X,156,CHN,736,SDN,39,Plastics and articles thereof,N/A,,36687936.0
X,156,CHN,740,SUR,39,Plastics and articles thereof,N/A,,5865508.0
X,156,CHN,748,SWZ,39,Plastics and articles thereof,N/A,,63347.0
X,156,CHN,752,SWE,39,Plastics and articles thereof,N/A,,93061545.0
X,156,CHN,757,CHE,39,Plastics and articles thereof,N/A,,24772151.0
X,156,CHN,760,SYR,39,Plastics and articles thereof,N/A,,63015789.0
X,156,CHN,762,TJK,39,Plastics and articles thereof,N/A,,37285257.0
X,156,CHN,764,THA,39,Plastics and articles thereof,N/A,,308583200.0
X,156,CHN,768,TGO,39,Plastics and articles thereof,N/A,,16971803.0
X,156,CHN,776,TON,39,Plastics and articles thereof,N/A,,435626.0
X,156,CHN,780,TTO,39,Plastics and articles thereof,N/A,,11511072.0
X,156,CHN,784,ARE,39,Plastics and articles thereof,N/A,,330603568.0
X,156,CHN,788,TUN,39,Plastics and articles thereof,N/A,,20245219.0
X,156,CHN,792,TUR,39,Plastics and articles thereof,N/A,,235957467.0
X,156,CHN,795,TKM,39,Plastics and articles thereof,N/A,,15196594.0
X,156,CHN,796,TCA,39,Plastics and articles thereof,N/A,,36640.0
X,156,CHN,798,TUV,39,Plastics and articles thereof,N/A,,37387.0
X,156,CHN,800,UGA,39,Plastics and articles thereof,N/A,,3570217.0
X,156,CHN,804,UKR,39,Plastics and articles thereof,N/A,,236520227.0
X,156,CHN,807,MKD,39,Plastics and articles thereof,N/A,,481781.0
X,156,CHN,818,EGY,39,Plastics and articles thereof,N/A,,167439425.0
X,156,CHN,826,GBR,39,Plastics and articles thereof,N/A,,750637970.0
X,156,CHN,834,TZA,39,Plastics and articles thereof,N/A,,25929005.0
X,156,CHN,842,USA,39,Plastics and articles thereof,N/A,,5781958815.0
X,156,CHN,854,BFA,39,Plastics and articles thereof,N/A,,634503.0
X,156,CHN,858,URY,39,Plastics and articles thereof,N/A,,19670314.0
X,156,CHN,860,UZB,39,Plastics and articles thereof,N/A,,68517986.0
X,156,CHN,862,VEN,39,Plastics and articles thereof,N/A,,50068258.0
X,156,CHN,882,WSM,39,Plastics and articles thereof,N/A,,958638.0
X,156,CHN,876,WLF,39,Plastics and articles thereof,N/A,,15589.0
X,156,CHN,887,YEM,39,Plastics and articles thereof,N/A,,30190706.0
X,156,CHN,894,ZMB,39,Plastics and articles thereof,N/A,,1927805.0
X,156,CHN,0,W00,64,Footwear; gaiters and the like; parts of such articles,N/A,,28016268118.0
X,156,CHN,4,AFG,64,Footwear; gaiters and the like; parts of such articles,N/A,,3638771.0
X,156,CHN,8,ALB,64,Footwear; gaiters and the like; parts of such articles,N/A,,8342139.0
X,156,CHN,12,DZA,64,Footwear; gaiters and the like; parts of such articles,N/A,,50310972.0
X,156,CHN,20,AND,64,Footwear; gaiters and the like; parts of such articles,N/A,,848637.0
X,156,CHN,24,AGO,64,Footwear; gaiters and the like; parts of such articles,N/A,,62822491.0
X,156,CHN,28,ATG,64,Footwear; gaiters and the like; parts of such articles,N/A,,18225.0
X,156,CHN,31,AZE,64,Footwear; gaiters and the like; parts of such articles,N/A,,8188199.0
X,156,CHN,32,ARG,64,Footwear; gaiters and the like; parts of such articles,N/A,,62125216.0
X,156,CHN,36,AUS,64,Footwear; gaiters and the like; parts of such articles,N/A,,407817606.0
X,156,CHN,40,AUT,64,Footwear; gaiters and the like; parts of such articles,N/A,,43715072.0
X,156,CHN,44,BHS,64,Footwear; gaiters and the like; parts of such articles,N/A,,287376.0
X,156,CHN,48,BHR,64,Footwear; gaiters and the like; parts of such articles,N/A,,2383854.0
X,156,CHN,50,BGD,64,Footwear; gaiters and the like; parts of such articles,N/A,,24291928.0
X,156,CHN,51,ARM,64,Footwear; gaiters and the like; parts of such articles,N/A,,83785.0
X,156,CHN,52,BRB,64,Footwear; gaiters and the like; parts of such articles,N/A,,403975.0
X,156,CHN,56,BEL,64,Footwear; gaiters and the like; parts of such articles,N/A,,479934715.0
X,156,CHN,60,BMU,64,Footwear; gaiters and the like; parts of such articles,N/A,,1595.0
X,156,CHN,64,BTN,64,Footwear; gaiters and the like; parts of such articles,N/A,,9097.0
X,156,CHN,68,BOL,64,Footwear; gaiters and the like; parts of such articles,N/A,,4074350.0
X,156,CHN,70,BIH,64,Footwear; gaiters and the like; parts of such articles,N/A,,1307408.0
X,156,CHN,72,BWA,64,Footwear; gaiters and the like; parts of such articles,N/A,,7677252.0
X,156,CHN,76,BRA,64,Footwear; gaiters and the like; parts of such articles,N/A,,126826277.0
X,156,CHN,84,BLZ,64,Footwear; gaiters and the like; parts of such articles,N/A,,1871649.0
X,156,CHN,90,SLB,64,Footwear; gaiters and the like; parts of such articles,N/A,,199380.0
X,156,CHN,96,BRN,64,Footwear; gaiters and the like; parts of such articles,N/A,,662370.0
X,156,CHN,100,BGR,64,Footwear; gaiters and the like; parts of such articles,N/A,,13671294.0
X,156,CHN,104,MMR,64,Footwear; gaiters and the like; parts of such articles,N/A,,16576677.0
X,156,CHN,108,BDI,64,Footwear; gaiters and the like; parts of such articles,N/A,,111703.0
X,156,CHN,112,BLR,64,Footwear; gaiters and the like; parts of such articles,N/A,,14896952.0
X,156,CHN,116,KHM,64,Footwear; gaiters and the like; parts of such articles,N/A,,4060660.0
X,156,CHN,120,CMR,64,Footwear; gaiters and the like; parts of such articles,N/A,,11201808.0
X,156,CHN,124,CAN,64,Footwear; gaiters and the like; parts of such articles,N/A,,528251038.0
X,156,CHN,132,CPV,64,Footwear; gaiters and the like; parts of such articles,N/A,,15570.0
X,156,CHN,136,CYM,64,Footwear; gaiters and the like; parts of such articles,N/A,,37445.0
X,156,CHN,140,CAF,64,Footwear; gaiters and the like; parts of such articles,N/A,,287.0
X,156,CHN,144,LKA,64,Footwear; gaiters and the like; parts of such articles,N/A,,4992811.0
X,156,CHN,148,TCD,64,Footwear; gaiters and the like; parts of such articles,N/A,,1279624.0
X,156,CHN,152,CHL,64,Footwear; gaiters and the like; parts of such articles,N/A,,318028525.0
X,156,CHN,170,COL,64,Footwear; gaiters and the like; parts of such articles,N/A,,55360529.0
X,156,CHN,174,COM,64,Footwear; gaiters and the like; parts of such articles,N/A,,11249.0
X,156,CHN,175,MYT,64,Footwear; gaiters and the like; parts of such articles,N/A,,70949.0
X,156,CHN,178,COG,64,Footwear; gaiters and the like; parts of such articles,N/A,,2596408.0
X,156,CHN,180,COD,64,Footwear; gaiters and the like; parts of such articles,N/A,,12533355.0
X,156,CHN,184,COK,64,Footwear; gaiters and the like; parts of such articles,N/A,,175.0
X,156,CHN,188,CRI,64,Footwear; gaiters and the like; parts of such articles,N/A,,12644948.0
X,156,CHN,191,HRV,64,Footwear; gaiters and the like; parts of such articles,N/A,,246862004.0
X,156,CHN,192,CUB,64,Footwear; gaiters and the like; parts of such articles,N/A,,60807792.0
X,156,CHN,196,CYP,64,Footwear; gaiters and the like; parts of such articles,N/A,,5800200.0
X,156,CHN,203,CZE,64,Footwear; gaiters and the like; parts of such articles,N/A,,75133096.0
X,156,CHN,204,BEN,64,Footwear; gaiters and the like; parts of such articles,N/A,,89193856.0
X,156,CHN,208,DNK,64,Footwear; gaiters and the like; parts of such articles,N/A,,74747328.0
X,156,CHN,212,DMA,64,Footwear; gaiters and the like; parts of such articles,N/A,,238481.0
X,156,CHN,214,DOM,64,Footwear; gaiters and the like; parts of such articles,N/A,,18038427.0
X,156,CHN,218,ECU,64,Footwear; gaiters and the like; parts of such articles,N/A,,12422045.0
X,156,CHN,222,SLV,64,Footwear; gaiters and the like; parts of such articles,N/A,,16000069.0
X,156,CHN,226,GNQ,64,Footwear; gaiters and the like; parts of such articles,N/A,,956112.0
X,156,CHN,231,ETH,64,Footwear; gaiters and the like; parts of such articles,N/A,,4479398.0
X,156,CHN,232,ERI,64,Footwear; gaiters and the like; parts of such articles,N/A,,892086.0
X,156,CHN,233,EST,64,Footwear; gaiters and the like; parts of such articles,N/A,,4687746.0
X,156,CHN,242,FJI,64,Footwear; gaiters and the like; parts of such articles,N/A,,1106135.0
X,156,CHN,246,FIN,64,Footwear; gaiters and the like; parts of such articles,N/A,,58075068.0
X,156,CHN,251,FRA,64,Footwear; gaiters and the like; parts of such articles,N/A,,561796826.0
X,156,CHN,258,PYF,64,Footwear; gaiters and the like; parts of such articles,N/A,,292725.0
X,156,CHN,262,DJI,64,Footwear; gaiters and the like; parts of such articles,N/A,,10531162.0
X,156,CHN,266,GAB,64,Footwear; gaiters and the like; parts of such articles,N/A,,1443367.0
X,156,CHN,268,GEO,64,Footwear; gaiters and the like; parts of such articles,N/A,,1965146.0
X,156,CHN,270,GMB,64,Footwear; gaiters and the like; parts of such articles,N/A,,6113700.0
X,156,CHN,275,PSE,64,Footwear; gaiters and the like; parts of such articles,N/A,,274747.0
X,156,CHN,276,DEU,64,Footwear; gaiters and the like; parts of such articles,N/A,,993601776.0
X,156,CHN,288,GHA,64,Footwear; gaiters and the like; parts of such articles,N/A,,76190649.0
X,156,CHN,296,KIR,64,Footwear; gaiters and the like; parts of such articles,N/A,,8745.0
X,156,CHN,300,GRC,64,Footwear; gaiters and the like; parts of such articles,N/A,,89849643.0
X,156,CHN,308,GRD,64,Footwear; gaiters and the like; parts of such articles,N/A,,25764.0
X,156,CHN,320,GTM,64,Footwear; gaiters and the like; parts of such articles,N/A,,25816931.0
X,156,CHN,324,GIN,64,Footwear; gaiters and the like; parts of such articles,N/A,,7446196.0
X,156,CHN,328,GUY,64,Footwear; gaiters and the like; parts of such articles,N/A,,793286.0
X,156,CHN,332,HTI,64,Footwear; gaiters and the like; parts of such articles,N/A,,6754473.0
X,156,CHN,340,HND,64,Footwear; gaiters and the like; parts of such articles,N/A,,4691290.0
X,156,CHN,344,HKG,64,Footwear; gaiters and the like; parts of such articles,N/A,,918196891.0
X,156,CHN,348,HUN,64,Footwear; gaiters and the like; parts of such articles,N/A,,38019028.0
X,156,CHN,352,ISL,64,Footwear; gaiters and the like; parts of such articles,N/A,,546381.0
X,156,CHN,360,IDN,64,Footwear; gaiters and the like; parts of such articles,N/A,,123708121.0
X,156,CHN,364,IRN,64,Footwear; gaiters and the like; parts of such articles,N/A,,33187685.0
X,156,CHN,368,IRQ,64,Footwear; gaiters and the like; parts of such articles,N/A,,8573467.0
X,156,CHN,372,IRL,64,Footwear; gaiters and the like; parts of such articles,N/A,,49304382.0
X,156,CHN,376,ISR,64,Footwear; gaiters and the like; parts of such articles,N/A,,80551900.0
X,156,CHN,380,ITA,64,Footwear; gaiters and the like; parts of such articles,N/A,,377819154.0
X,156,CHN,384,CIV,64,Footwear; gaiters and the like; parts of such articles,N/A,,9248112.0
X,156,CHN,388,JAM,64,Footwear; gaiters and the like; parts of such articles,N/A,,6404712.0
X,156,CHN,392,JPN,64,Footwear; gaiters and the like; parts of such articles,N/A,,2089414089.0
X,156,CHN,398,KAZ,64,Footwear; gaiters and the like; parts of such articles,N/A,,675390485.0
X,156,CHN,400,JOR,64,Footwear; gaiters and the like; parts of such articles,N/A,,122201400.0
X,156,CHN,404,KEN,64,Footwear; gaiters and the like; parts of such articles,N/A,,47118681.0
X,156,CHN,408,PRK,64,Footwear; gaiters and the like; parts of such articles,N/A,,10853428.0
X,156,CHN,410,KOR,64,Footwear; gaiters and the like; parts of such articles,N/A,,389851451.0
X,156,CHN,414,KWT,64,Footwear; gaiters and the like; parts of such articles,N/A,,30448519.0
X,156,CHN,417,KGZ,64,Footwear; gaiters and the like; parts of such articles,N/A,,825962876.0
X,156,CHN,418,LAO,64,Footwear; gaiters and the like; parts of such articles,N/A,,188838.0
X,156,CHN,422,LBN,64,Footwear; gaiters and the like; parts of such articles,N/A,,18879077.0
X,156,CHN,426,LSO,64,Footwear; gaiters and the like; parts of such articles,N/A,,223447.0
X,156,CHN,428,LVA,64,Footwear; gaiters and the like; parts of such articles,N/A,,19885672.0
X,156,CHN,430,LBR,64,Footwear; gaiters and the like; parts of such articles,N/A,,1957445.0
X,156,CHN,434,LBY,64,Footwear; gaiters and the like; parts of such articles,N/A,,38102769.0
X,156,CHN,440,LTU,64,Footwear; gaiters and the like; parts of such articles,N/A,,9828340.0
X,156,CHN,442,LUX,64,Footwear; gaiters and the like; parts of such articles,N/A,,214915.0
X,156,CHN,446,MAC,64,Footwear; gaiters and the like; parts of such articles,N/A,,5705060.0
X,156,CHN,450,MDG,64,Footwear; gaiters and the like; parts of such articles,N/A,,8243721.0
X,156,CHN,454,MWI,64,Footwear; gaiters and the like; parts of such articles,N/A,,2239856.0
X,156,CHN,458,MYS,64,Footwear; gaiters and the like; parts of such articles,N/A,,428747190.0
X,156,CHN,462,MDV,64,Footwear; gaiters and the like; parts of such articles,N/A,,171488.0
X,156,CHN,466,MLI,64,Footwear; gaiters and the like; parts of such articles,N/A,,3350850.0
X,156,CHN,470,MLT,64,Footwear; gaiters and the like; parts of such articles,N/A,,13074387.0
X,156,CHN,473,A79,64,Footwear; gaiters and the like; parts of such articles,N/A,,5976.0
X,156,CHN,478,MRT,64,Footwear; gaiters and the like; parts of such articles,N/A,,3912192.0
X,156,CHN,480,MUS,64,Footwear; gaiters and the like; parts of such articles,N/A,,3625461.0
X,156,CHN,484,MEX,64,Footwear; gaiters and the like; parts of such articles,N/A,,35223597.0
X,156,CHN,490,S19,64,Footwear; gaiters and the like; parts of such articles,N/A,,101515750.0
X,156,CHN,496,MNG,64,Footwear; gaiters and the like; parts of such articles,N/A,,1903487.0
X,156,CHN,498,MDA,64,Footwear; gaiters and the like; parts of such articles,N/A,,619509.0
X,156,CHN,499,MNE,64,Footwear; gaiters and the like; parts of such articles,N/A,,4478421.0
X,156,CHN,504,MAR,64,Footwear; gaiters and the like; parts of such articles,N/A,,181368587.0
X,156,CHN,508,MOZ,64,Footwear; gaiters and the like; parts of such articles,N/A,,13782367.0
X,156,CHN,512,OMN,64,Footwear; gaiters and the like; parts of such articles,N/A,,4100211.0
X,156,CHN,516,NAM,64,Footwear; gaiters and the like; parts of such articles,N/A,,2626370.0
X,156,CHN,524,NPL,64,Footwear; gaiters and the like; parts of such articles,N/A,,37701478.0
X,156,CHN,527,O19,64,Footwear; gaiters and the like; parts of such articles,N/A,,113902.0
X,156,CHN,528,NLD,64,Footwear; gaiters and the like; parts of such articles,N/A,,500521747.0
X,156,CHN,530,ANT,64,Footwear; gaiters and the like; parts of such articles,N/A,,842765.0
X,156,CHN,533,ABW,64,Footwear; gaiters and the like; parts of such articles,N/A,,416.0
X,156,CHN,540,NCL,64,Footwear; gaiters and the like; parts of such articles,N/A,,852164.0
X,156,CHN,548,VUT,64,Footwear; gaiters and the like; parts of such articles,N/A,,208105.0
X,156,CHN,554,NZL,64,Footwear; gaiters and the like; parts of such articles,N/A,,59912000.0
X,156,CHN,558,NIC,64,Footwear; gaiters and the like; parts of such articles,N/A,,1858292.0
X,156,CHN,562,NER,64,Footwear; gaiters and the like; parts of such articles,N/A,,2269296.0
X,156,CHN,566,NGA,64,Footwear; gaiters and the like; parts of such articles,N/A,,52635178.0
X,156,CHN,577,F19,64,Footwear; gaiters and the like; parts of such articles,N/A,,146681.0
X,156,CHN,579,NOR,64,Footwear; gaiters and the like; parts of such articles,N/A,,78064811.0
X,156,CHN,583,FSM,64,Footwear; gaiters and the like; parts of such articles,N/A,,31749.0
X,156,CHN,584,MHL,64,Footwear; gaiters and the like; parts of such articles,N/A,,210.0
X,156,CHN,586,PAK,64,Footwear; gaiters and the like; parts of such articles,N/A,,95069287.0
X,156,CHN,591,PAN,64,Footwear; gaiters and the like; parts of such articles,N/A,,535985186.0
X,156,CHN,598,PNG,64,Footwear; gaiters and the like; parts of such articles,N/A,,4736194.0
X,156,CHN,600,PRY,64,Footwear; gaiters and the like; parts of such articles,N/A,,5955801.0
X,156,CHN,604,PER,64,Footwear; gaiters and the like; parts of such articles,N/A,,41356724.0
X,156,CHN,608,PHL,64,Footwear; gaiters and the like; parts of such articles,N/A,,151185180.0
X,156,CHN,616,POL,64,Footwear; gaiters and the like; parts of such articles,N/A,,171510204.0
X,156,CHN,620,PRT,64,Footwear; gaiters and the like; parts of such articles,N/A,,52333469.0
X,156,CHN,624,GNB,64,Footwear; gaiters and the like; parts of such articles,N/A,,39.0
X,156,CHN,626,TLS,64,Footwear; gaiters and the like; parts of such articles,N/A,,77040.0
X,156,CHN,634,QAT,64,Footwear; gaiters and the like; parts of such articles,N/A,,4016103.0
X,156,CHN,642,ROU,64,Footwear; gaiters and the like; parts of such articles,N/A,,62522345.0
X,156,CHN,643,RUS,64,Footwear; gaiters and the like; parts of such articles,N/A,,1348121583.0
X,156,CHN,646,RWA,64,Footwear; gaiters and the like; parts of such articles,N/A,,164497.0
X,156,CHN,662,LCA,64,Footwear; gaiters and the like; parts of such articles,N/A,,88787.0
X,156,CHN,674,SMR,64,Footwear; gaiters and the like; parts of such articles,N/A,,47185.0
X,156,CHN,678,STP,64,Footwear; gaiters and the like; parts of such articles,N/A,,92619.0
X,156,CHN,682,SAU,64,Footwear; gaiters and the like; parts of such articles,N/A,,201424059.0
X,156,CHN,686,SEN,64,Footwear; gaiters and the like; parts of such articles,N/A,,7297378.0
X,156,CHN,688,SRB,64,Footwear; gaiters and the like; parts of such articles,N/A,,12750618.0
X,156,CHN,690,SYC,64,Footwear; gaiters and the like; parts of such articles,N/A,,30854.0
X,156,CHN,694,SLE,64,Footwear; gaiters and the like; parts of such articles,N/A,,864573.0
X,156,CHN,699,IND,64,Footwear; gaiters and the like; parts of such articles,N/A,,133107542.0
X,156,CHN,702,SGP,64,Footwear; gaiters and the like; parts of such articles,N/A,,278543577.0
X,156,CHN,703,SVK,64,Footwear; gaiters and the like; parts of such articles,N/A,,25166810.0
X,156,CHN,704,VNM,64,Footwear; gaiters and the like; parts of such articles,N/A,,75381176.0
X,156,CHN,705,SVN,64,Footwear; gaiters and the like; parts of such articles,N/A,,30576931.0
X,156,CHN,706,SOM,64,Footwear; gaiters and the like; parts of such articles,N/A,,1414801.0
X,156,CHN,710,ZAF,64,Footwear; gaiters and the like; parts of such articles,N/A,,444745572.0
X,156,CHN,716,ZWE,64,Footwear; gaiters and the like; parts of such articles,N/A,,2412297.0
X,156,CHN,724,ESP,64,Footwear; gaiters and the like; parts of such articles,N/A,,499040284.0
X,156,CHN,736,SDN,64,Footwear; gaiters and the like; parts of such articles,N/A,,46025327.0
X,156,CHN,740,SUR,64,Footwear; gaiters and the like; parts of such articles,N/A,,1532283.0
X,156,CHN,748,SWZ,64,Footwear; gaiters and the like; parts of such articles,N/A,,48843.0
X,156,CHN,752,SWE,64,Footwear; gaiters and the like; parts of such articles,N/A,,88241251.0
X,156,CHN,757,CHE,64,Footwear; gaiters and the like; parts of such articles,N/A,,222797458.0
X,156,CHN,760,SYR,64,Footwear; gaiters and the like; parts of such articles,N/A,,16238776.0
X,156,CHN,762,TJK,64,Footwear; gaiters and the like; parts of such articles,N/A,,141135991.0
X,156,CHN,764,THA,64,Footwear; gaiters and the like; parts of such articles,N/A,,111330698.0
X,156,CHN,768,TGO,64,Footwear; gaiters and the like; parts of such articles,N/A,,27242267.0
X,156,CHN,776,TON,64,Footwear; gaiters and the like; parts of such articles,N/A,,20555.0
X,156,CHN,780,TTO,64,Footwear; gaiters and the like; parts of such articles,N/A,,2907449.0
X,156,CHN,784,ARE,64,Footwear; gaiters and the like; parts of such articles,N/A,,516151328.0
X,156,CHN,788,TUN,64,Footwear; gaiters and the like; parts of such articles,N/A,,16765920.0
X,156,CHN,792,TUR,64,Footwear; gaiters and the like; parts of such articles,N/A,,105768200.0
X,156,CHN,795,TKM,64,Footwear; gaiters and the like; parts of such articles,N/A,,902266.0
X,156,CHN,800,UGA,64,Footwear; gaiters and the like; parts of such articles,N/A,,26103772.0
X,156,CHN,804,UKR,64,Footwear; gaiters and the like; parts of such articles,N/A,,294286517.0
X,156,CHN,807,MKD,64,Footwear; gaiters and the like; parts of such articles,N/A,,5573306.0
X,156,CHN,818,EGY,64,Footwear; gaiters and the like; parts of such articles,N/A,,101999241.0
X,156,CHN,826,GBR,64,Footwear; gaiters and the like; parts of such articles,N/A,,877503522.0
X,156,CHN,834,TZA,64,Footwear; gaiters and the like; parts of such articles,N/A,,38542558.0
X,156,CHN,842,USA,64,Footwear; gaiters and the like; parts of such articles,N/A,,8832213310.0
X,156,CHN,854,BFA,64,Footwear; gaiters and the like; parts of such articles,N/A,,554751.0
X,156,CHN,858,URY,64,Footwear; gaiters and the like; parts of such articles,N/A,,24387367.0
X,156,CHN,860,UZB,64,Footwear; gaiters and the like; parts of such articles,N/A,,746077.0
X,156,CHN,862,VEN,64,Footwear; gaiters and the like; parts of such articles,N/A,,73514948.0
X,156,CHN,882,WSM,64,Footwear; gaiters and the like; parts of such articles,N/A,,130793.0
X,156,CHN,887,YEM,64,Footwear; gaiters and the like; parts of such articles,N/A,,28953733.0
X,156,CHN,894,ZMB,64,Footwear; gaiters and the like; parts of such articles,N/A,,1475742.0
X,156,CHN,0,W00,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,38936957901.0
X,156,CHN,4,AFG,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,4773649.0
X,156,CHN,8,ALB,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,9539202.0
X,156,CHN,12,DZA,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,88566927.0
X,156,CHN,20,AND,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,19148.0
X,156,CHN,24,AGO,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,76866938.0
X,156,CHN,28,ATG,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,995124.0
X,156,CHN,31,AZE,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,2958047.0
X,156,CHN,32,ARG,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,66649456.0
X,156,CHN,36,AUS,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,1338753287.0
X,156,CHN,40,AUT,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,99282120.0
X,156,CHN,44,BHS,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,3291663.0
X,156,CHN,48,BHR,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,25321156.0
X,156,CHN,50,BGD,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,11583413.0
