flowCode,reporterCode,reporterISO,partnerCode,partnerISO,cmdCode,cmdDesc,qtyUnitAbbr,qty,fobvalue
X,643,RUS,616,POL,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",N/A,,386270.0
X,643,RUS,616,POL,52,Cotton,N/A,,122114.0
X,643,RUS,616,POL,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,N/A,,4054.0
X,643,RUS,616,POL,54,Man-made filaments; strip and the like of man-made textile materials,N/A,,165849.0
X,643,RUS,616,POL,55,Man-made staple fibres,N/A,,6760.0
X,643,RUS,616,POL,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",N/A,,12189593.0
X,643,RUS,616,POL,57,Carpets and other textile floor coverings,N/A,,22677.0
X,643,RUS,616,POL,35,Albuminoidal substances; modified starches; glues; enzymes,N/A,,1166404.0
X,643,RUS,616,POL,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,N/A,,144196.0
X,643,RUS,616,POL,37,Photographic or cinematographic goods,N/A,,17036.0
X,643,RUS,616,POL,38,Chemical products n.e.c.,N/A,,8159335.0
X,643,RUS,616,POL,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",N/A,,242669.0
X,643,RUS,616,POL,60,Fabrics; knitted or crocheted,N/A,,18.0
X,643,RUS,616,POL,61,Apparel and clothing accessories; knitted or crocheted,N/A,,4758.0
X,643,RUS,616,POL,62,Apparel and clothing accessories; not knitted or crocheted,N/A,,47468.0
X,643,RUS,616,POL,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",N/A,,1258802.0
X,643,RUS,616,POL,64,Footwear; gaiters and the like; parts of such articles,N/A,,26856.0
X,643,RUS,616,POL,65,Headgear and parts thereof,N/A,,4965.0
X,643,RUS,616,POL,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",N/A,,67461.0
X,643,RUS,616,POL,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",N/A,,7772227.0
X,643,RUS,616,POL,69,Ceramic products,N/A,,468963.0
X,643,RUS,616,POL,70,Glass and glassware,N/A,,5382229.0
X,643,RUS,616,POL,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",N/A,,112821.0
X,643,RUS,616,POL,72,Iron and steel,N/A,,120211084.0
X,643,RUS,616,POL,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,N/A,,46834586.0
X,643,RUS,616,POL,74,Copper and articles thereof,N/A,,10458861.0
X,643,RUS,616,POL,75,Nickel and articles thereof,N/A,,193738.0
X,643,RUS,616,POL,76,Aluminium and articles thereof,N/A,,25250181.0
X,643,RUS,616,POL,78,Lead and articles thereof,N/A,,4275390.0
X,643,RUS,616,POL,79,Zinc and articles thereof,N/A,,699288.0
X,643,RUS,616,POL,80,Tin; articles thereof,N/A,,9168.0
X,643,RUS,616,POL,81,"Metals; n.e.c., cermets and articles thereof",N/A,,354804.0
X,643,RUS,616,POL,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",N/A,,18062118.0
X,643,RUS,616,POL,83,Metal; miscellaneous products of base metal,N/A,,503420.0
X,643,RUS,616,POL,95,"Toys, games and sports requisites; parts and accessories thereof",N/A,,700114.0
X,643,RUS,616,POL,89,"Ships, boats and floating structures",N/A,,6398850.0
X,643,RUS,616,POL,91,Clocks and watches and parts thereof,N/A,,46429.0
X,643,RUS,616,POL,93,Arms and ammunition; parts and accessories thereof,N/A,,419929.0
X,643,RUS,616,POL,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",N/A,,10932620.0
X,643,RUS,616,POL,96,Miscellaneous manufactured articles,N/A,,85044.0
X,643,RUS,616,POL,97,Works of art; collectors' pieces and antiques,N/A,,24861.0
X,643,RUS,620,PRT,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",N/A,,10625901.0
X,643,RUS,620,PRT,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,N/A,,2234255.0
X,643,RUS,620,PRT,22,"Beverages, spirits and vinegar",N/A,,99394.0
X,643,RUS,620,PRT,23,"Food industries, residues and wastes thereof; prepared animal fodder",N/A,,440000.0
X,643,RUS,620,PRT,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",N/A,,73263020.0
X,643,RUS,620,PRT,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",N/A,,1998847.0
X,643,RUS,620,PRT,29,Organic chemicals,N/A,,92677.0
X,643,RUS,620,PRT,31,Fertilizers,N/A,,1202099.0
X,643,RUS,620,PRT,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",N/A,,1977.0
X,643,RUS,620,PRT,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",N/A,,149858.0
X,643,RUS,620,PRT,38,Chemical products n.e.c.,N/A,,105.0
X,643,RUS,620,PRT,41,Raw hides and skins (other than furskins) and leather,N/A,,2425568.0
X,643,RUS,620,PRT,44,Wood and articles of wood; wood charcoal,N/A,,2112369.0
X,643,RUS,620,PRT,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,N/A,,21637.0
X,643,RUS,620,PRT,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",N/A,,24867.0
X,643,RUS,620,PRT,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,N/A,,71550.0
X,643,RUS,620,PRT,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",N/A,,13723.0
X,643,RUS,620,PRT,61,Apparel and clothing accessories; knitted or crocheted,N/A,,26972.0
X,643,RUS,620,PRT,62,Apparel and clothing accessories; not knitted or crocheted,N/A,,24454.0
X,643,RUS,620,PRT,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",N/A,,355976.0
X,643,RUS,620,PRT,64,Footwear; gaiters and the like; parts of such articles,N/A,,586.0
X,643,RUS,620,PRT,65,Headgear and parts thereof,N/A,,5458.0
X,643,RUS,620,PRT,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",N/A,,79.0
X,643,RUS,620,PRT,70,Glass and glassware,N/A,,378.0
X,643,RUS,620,PRT,72,Iron and steel,N/A,,27839446.0
X,643,RUS,616,POL,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",N/A,,19669944.0
X,643,RUS,616,POL,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",N/A,,98966514.0
X,643,RUS,620,PRT,74,Copper and articles thereof,N/A,,36.0
